YEAR,STATE_NAME,TOTAL_FLIGHTS,TOTAL_CO2_EMISSIONS,CO2_PER_FLIGHT
2024,HUNGARY,69946.0,733231.94696,10.488119580686483
2024,IRELAND,175820.0,1868888.9658,10.536156961669604
2024,ITALY,765347.0,8904923.05534,11.56794993228343
2024,LATVIA,35925.0,233274.04942,6.490692990928607
2024,LITHUANIA,34032.0,236791.7611,6.927182525198879
2024,LUXEMBOURG,41575.0,1061762.80396,25.74004714292305
2024,MALTA,37913.0,298638.2562,7.896692715112958
2024,MONTENEGRO,8814.0,78188.38454,8.079051464109657
2024,NETHERLANDS,308168.0,5989645.2991,19.467949824628114
2024,NORWAY,383577.0,1582957.58494,4.115785601257179
2024,POLAND,269057.0,2239665.35262,8.324991200277502
2024,PORTUGAL,275913.0,3270377.37362,11.893308679184404
2024,ROMANIA,71011.0,850381.27446,11.936889452015068
2024,SERBIA,48580.0,324925.4326,6.69183166677243
2024,SLOVAKIA,11573.0,96719.51183999999,8.018582140003272
2024,SLOVENIA,14561.0,56310.62538,3.849716757279648
2024,SPAIN,1303557.0,10937091.21662,8.360186802183858
2024,SWEDEN,158287.0,1337940.8952,8.46651126373187
2024,SWITZERLAND,256478.0,3267611.88728,12.735978178506969
2024,TÜRKIYE,657635.0,11153172.15226,16.93901111223484
2024,UNITED KINGDOM,1141161.0,20505293.07172,18.023591037341596
